date,spy,vix,sp20vol
2009-08-21,102.97,25.01,0.169210299
2009-08-24,102.96,25.14,0.169510936
2009-08-25,103.16,24.92,0.168550081
2009-08-26,103.17,24.95,0.166770551
2009-08-27,103.4,24.68,0.163205733
2009-08-28,103.38,24.76,0.163825598
2009-08-31,102.46,26.01,0.159775938
2009-09-01,100.2,29.15,0.179181927
2009-09-02,99.82,28.9,0.179260592
2009-09-03,100.65,27.1,0.180762056
2009-09-04,102.06,25.26,0.180456939
2009-09-08,102.94,25.62,0.182321117
2009-09-09,103.73,24.32,0.176405796
2009-09-10,104.79,23.55,0.175656584
2009-09-11,104.77,24.15,0.175008894
2009-09-14,105.28,23.86,0.171610086
2009-09-15,105.72,23.42,0.14011468
2009-09-16,107.32,23.69,0.144445755
2009-09-17,107.16,23.65,0.146024218
2009-09-18,106.72,23.92,0.143276229
2009-09-21,106.45,24.06,0.132293299
2009-09-22,107.07,23.08,0.13297592
2009-09-23,106.18,23.49,0.139954022
2009-09-24,105.01,24.95,0.145385491
2009-09-25,104.45,25.61,0.147445647
2009-09-28,106.32,24.88,0.158977692
2009-09-29,106,25.19,0.155537648
2009-09-30,105.59,25.61,0.128961141
2009-10-01,103,28.27,0.163359926
2009-10-02,102.49,28.68,0.162771456
2009-10-05,104.02,26.84,0.164596888
2009-10-06,105.51,25.7,0.168441965
2009-10-07,105.8,24.68,0.166873881
2009-10-08,106.61,24.18,0.165031389
2009-10-09,107.26,23.12,0.165540087
2009-10-12,107.68,23.01,0.164913322
2009-10-13,107.46,22.99,0.165385918
2009-10-14,109.31,22.86,0.168101109
2009-10-15,109.71,21.72,0.167666668
2009-10-16,108.89,21.43,0.170990897
2009-10-19,109.79,21.49,0.172695925
2009-10-20,109.21,20.9,0.173781862
2009-10-21,108.23,22.22,0.172810717
2009-10-22,109.33,20.69,0.171330577
2009-10-23,108.08,22.27,0.176440909
2009-10-26,106.91,24.31,0.17179466
2009-10-27,106.42,24.83,0.172045567
2009-10-28,104.41,27.91,0.185536287
2009-10-29,106.65,24.76,0.177767068
2009-10-30,103.56,30.69,0.206227006
2009-11-02,104.32,29.78,0.200593379
2009-11-03,104.65,28.81,0.194415934
2009-11-04,104.92,27.72,0.194154956
2009-11-05,106.85,25.43,0.204728562
2009-11-06,107.13,24.19,0.203910396
2009-11-09,109.57,23.15,0.218365808
2009-11-10,109.59,22.84,0.217974594
2009-11-11,110.15,23,0.209750686
2009-11-12,109.03,24.24,0.212530809
2009-11-13,109.62,23.36,0.211506085
2009-11-16,111.21,22.89,0.215113146
2009-11-17,111.34,22.41,0.213588421
2009-11-18,111.27,21.63,0.210529665
2009-11-19,109.82,22.63,0.213794928
2009-11-20,109.43,22.19,0.209243366
2009-11-23,110.82,21.16,0.208745806
2009-11-24,110.99,20.47,0.20805695
2009-11-25,111.38,20.48,0.191867772
2009-11-27,109.57,24.74,0.190755568
2009-11-30,109.94,24.51,0.156224878
2009-12-01,111.3,21.92,0.159195512
2009-12-02,111.25,21.12,0.1594874
2009-12-03,110.38,22.46,0.1644824
2009-12-04,111.01,21.25,0.152809241
2009-12-07,110.84,22.1,0.15354761
2009-12-08,109.61,23.69,0.138193484
2009-12-09,110.02,22.66,0.138811372
2009-12-10,110.64,22.32,0.139215574
2009-12-11,111.11,21.59,0.134007121
2009-12-14,111.87,21.15,0.134658916
2009-12-15,111.35,21.5,0.126545968
2009-12-16,111.52,20.54,0.12656895
2009-12-17,110.18,22.57,0.13332373
2009-12-18,110.21,21.68,0.12605484
2009-12-21,111.33,20.49,0.130211095
2009-12-22,111.73,19.54,0.121984762
2009-12-23,111.95,19.71,0.12206294
2009-12-24,112.48,19.47,0.12240256
2009-12-28,112.72,19.93,0.102358444
2009-12-29,112.56,20.01,0.102580743
2009-12-30,112.52,19.96,0.094530268
2009-12-31,111.44,21.68,0.102096042
2010-01-04,113.33,20.04,0.111000856
2010-01-05,113.63,19.35,0.110177792
2010-01-06,113.71,19.16,0.109295331
2010-01-07,114.19,19.06,0.100241245
2010-01-08,114.57,18.13,0.10013158
2010-01-11,114.73,17.55,0.099213325
2010-01-12,113.66,18.25,0.106827994
2010-01-13,114.62,17.85,0.1078843
2010-01-14,114.93,17.63,0.104721127
2010-01-15,113.64,17.91,0.113952323
2010-01-19,115.06,17.58,0.10967184
2010-01-20,113.89,18.68,0.118108468
2010-01-21,111.7,22.27,0.133915076
2010-01-22,109.21,27.31,0.154680156
2010-01-25,109.77,25.41,0.155571404
2010-01-26,109.31,24.55,0.154120765
2010-01-27,109.83,23.14,0.155532986
2010-01-28,108.57,23.73,0.159942898
2010-01-29,107.39,24.62,0.162197514
2010-02-01,109.06,22.59,0.169654397
2010-02-02,110.38,21.48,0.165841623
2010-02-03,109.83,21.6,0.165628982
2010-02-04,106.44,26.08,0.195431048
2010-02-05,106.66,26.11,0.194923528
2010-02-08,105.89,26.51,0.194406778
2010-02-09,107.22,26,0.202735414
2010-02-10,107.01,25.4,0.201506355
2010-02-11,108.13,23.96,0.202571373
2010-02-12,108.04,22.73,0.201583555
2010-02-16,109.74,22.25,0.212778717
2010-02-17,110.26,21.72,0.207389206
2010-02-18,110.91,20.63,0.207097437
2010-02-19,111.14,20.02,0.196549228
2010-02-22,111.16,19.94,0.178862577
2010-02-23,109.81,21.37,0.183911577
2010-02-24,110.82,20.27,0.186351403
2010-02-25,110.67,20.1,0.185898625
2010-02-26,110.74,19.5,0.180295639
2010-03-01,111.89,19.26,0.178360639
2010-03-02,112.2,19.06,0.172381839
2010-03-03,112.3,18.83,0.16685162
2010-03-04,112.64,18.72,0.165492581
2010-03-05,114.25,17.42,0.11969806
2010-03-08,114.27,17.79,0.120387127
2010-03-09,114.46,17.92,0.111741897
2010-03-10,114.97,18.57,0.106406296
2010-03-11,115.45,18.06,0.104298119
2010-03-12,115.46,17.58,0.102714484
2010-03-15,115.49,18,0.100855974
2010-03-16,116.41,17.69,0.086765454
2010-03-17,117.1,16.91,0.087273809
2010-03-18,117.04,16.62,0.08691726
2010-03-19,115.97,16.97,0.091128041
2010-03-22,116.59,16.87,0.090785038
2010-03-23,117.41,16.35,0.073657014
2010-03-24,116.84,17.55,0.076429382
2010-03-25,116.65,18.4,0.076123592
2010-03-26,116.58,17.77,0.076320498
2010-03-29,117.32,17.59,0.07209479
2010-03-30,117.4,17.13,0.07263245
2010-03-31,117,17.59,0.075118811
2010-04-01,117.8,17.47,0.077204456
2010-04-05,118.76,17.02,0.067498158
2010-04-06,119.04,16.23,0.066985093
2010-04-07,118.36,16.62,0.072874764
2010-04-08,118.77,16.48,0.072421541
2010-04-09,119.55,16.14,0.07411211
2010-04-12,119.74,15.58,0.073695712
2010-04-13,119.83,16.2,0.073635638
2010-04-14,121.19,15.59,0.077985034
2010-04-15,121.29,15.89,0.076891189
2010-04-16,119.36,18.36,0.100006943
2010-04-19,119.81,17.34,0.097871911
2010-04-20,120.88,15.73,0.099815104
2010-04-21,120.66,16.32,0.098150051
2010-04-22,121.02,16.47,0.0947769
2010-04-23,121.81,16.62,0.095695433
2010-04-26,121.35,17.47,0.098335984
2010-04-27,118.48,22.81,0.13199132
2010-04-28,119.38,21.08,0.133667001
2010-04-29,120.86,18.44,0.139386311
2010-04-30,118.81,22.05,0.15172037
2010-05-03,120.35,20.19,0.156188191
2010-05-04,117.52,23.84,0.178643626
2010-05-05,116.82,24.91,0.178938742
2010-05-06,112.94,32.8,0.2104601
2010-05-07,111.26,40.95,0.212296743
2010-05-10,116.16,28.84,0.271012447
2010-05-11,115.83,28.32,0.270979127
2010-05-12,117.45,25.52,0.272748348
2010-05-13,115.99,26.68,0.275157427
2010-05-14,113.89,31.24,0.277115909
2010-05-17,113.95,30.84,0.276268877
2010-05-18,112.4,33.55,0.276336687
2010-05-19,111.76,35.32,0.276220277
2010-05-20,107.54,45.79,0.301875879
2010-05-21,109.11,40.1,0.307620264
2010-05-24,107.71,38.32,0.308714654
2010-05-25,107.82,34.61,0.302281664
2010-05-26,107.17,35.02,0.299405053
2010-05-27,110.76,29.68,0.322935482
2010-05-28,109.37,32.07,0.321117417
2010-06-01,107.53,35.54,0.317584665
2010-06-02,110.33,30.17,0.328493885
2010-06-03,110.71,29.46,0.329167764
2010-06-04,106.82,35.48,0.331708485
2010-06-07,105.49,36.57,0.330870137
2010-06-08,106.62,33.7,0.287123198
2010-06-09,106.05,33.73,0.287166647
2010-06-10,109.15,30.57,0.305235368
2010-06-11,109.68,28.79,0.304717349
2010-06-14,109.51,28.58,0.298757081
2010-06-15,112,25.87,0.312018826
2010-06-16,111.96,25.92,0.307970396
2010-06-17,112.14,25.05,0.307421332
2010-06-18,111.73,23.95,0.270310314
2010-06-21,111.41,24.88,0.266749489
2010-06-22,109.57,27.05,0.269207621
2010-06-23,109.23,26.91,0.26959687
2010-06-24,107.42,29.74,0.276054832
2010-06-25,107.87,28.53,0.248413475
2010-06-28,107.53,29,0.244869483
2010-06-29,104.21,34.13,0.261677994
2010-06-30,103.22,34.54,0.242713999
2010-07-01,102.76,32.86,0.241254948
2010-07-02,102.2,30.12,0.211907086
2010-07-06,102.87,29.65,0.208787783
2010-07-07,106.11,26.84,0.235109784
2010-07-08,107.16,25.71,0.236258493
2010-07-09,107.96,24.98,0.212358831
2010-07-12,108.03,24.43,0.211680682
2010-07-13,109.66,24.56,0.218947292
2010-07-14,109.65,24.89,0.201164039
2010-07-15,109.68,25.14,0.201291888
2010-07-16,106.66,26.25,0.224316886
2010-07-19,107.29,25.97,0.225905799
2010-07-20,108.48,23.93,0.230708787
2010-07-21,107.07,25.64,0.22821434
2010-07-22,109.46,24.63,0.242881393
2010-07-23,110.41,23.47,0.235804679
2010-07-26,111.56,22.73,0.238317157
2010-07-27,111.55,23.19,0.238129655
2010-07-28,110.83,24.25,0.207315449
2010-07-29,110.29,24.13,0.203317903
2010-07-30,110.27,23.5,0.202220697
2010-08-02,112.76,22.01,0.209850773
2010-08-03,112.22,22.63,0.212637265
2010-08-04,112.97,22.21,0.187632668
2010-08-05,112.85,22.1,0.186720301
2010-08-06,112.39,21.74,0.187166804
2010-08-09,112.99,22.14,0.187481284
2010-08-10,112.38,22.37,0.182975768
2010-08-11,109.3,25.39,0.210714722
2010-08-12,108.63,25.73,0.211437773
2010-08-13,108.31,26.24,0.183928139
2010-08-16,108.26,26.1,0.182883943
2010-08-17,109.59,24.33,0.183520956
2010-08-18,109.79,24.59,0.176667991
2010-08-19,107.88,26.44,0.168853979
2010-08-20,107.53,25.49,0.165694844
2010-08-23,107.12,25.66,0.159056646
2010-08-24,105.53,27.46,0.164911004
2010-08-25,105.94,26.7,0.165513593
2010-08-26,105.23,27.37,0.166510144
2010-08-27,106.86,24.45,0.179658444
2010-08-30,105.31,27.21,0.161921149
2010-08-31,105.31,26.05,0.162409407
2010-09-01,108.46,23.89,0.197681624
2010-09-02,109.47,23.19,0.201599849
2010-09-03,110.89,21.31,0.208030742
2010-09-07,109.64,23.8,0.210055759
2010-09-08,110.41,23.25,0.21119703
2010-09-09,110.92,22.81,0.185636823
2010-09-10,111.48,21.99,0.184720429
2010-09-13,112.72,21.21,0.186805524
2010-09-14,112.65,21.56,0.18694046
2010-09-15,113.08,22.1,0.183145998
2010-09-16,113.05,21.72,0.183269776
2010-09-17,112.49,22.01,0.170017121
2010-09-20,114.21,21.5,0.174341819
2010-09-21,113.98,22.35,0.173597923
2010-09-22,113.42,22.51,0.163493579
2010-09-23,112.5,23.87,0.169109092
2010-09-24,114.82,21.71,0.175304185
2010-09-27,114.27,22.54,0.173059744
2010-09-28,114.67,22.6,0.158985576
2010-09-29,114.47,23.25,0.160366433
2010-09-30,114.13,23.7,0.131924855
2010-10-01,114.61,22.5,0.129994509
2010-10-04,113.75,23.53,0.12873576
2010-10-05,116.04,21.76,0.136508198
2010-10-06,116.03,21.49,0.136534823
2010-10-07,115.89,21.56,0.137156013
2010-10-08,116.54,20.71,0.137525749
2010-10-11,116.65,18.96,0.133843046
2010-10-12,117.01,18.93,0.133620848
2010-10-13,117.92,19.07,0.134711231
2010-10-14,117.46,19.88,0.136078891
2010-10-15,117.7,19.03,0.135987763
2010-10-18,118.28,19.09,0.128649432
2010-10-19,116.73,20.63,0.142612328
2010-10-20,117.87,19.79,0.144447548
2010-10-21,118.13,19.27,0.139279195
2010-10-22,118.35,18.78,0.120421805
2010-10-25,118.7,19.85,0.117406325
2010-10-26,118.72,20.22,0.117045622
2010-10-27,118.38,20.71,0.117095595
2010-10-28,118.4,20.88,0.115785586
2010-10-29,118.49,21.2,0.115645635
2010-11-01,118.53,21.83,0.109959499
2010-11-02,119.47,21.57,0.087871101
2010-11-03,119.95,19.56,0.087860976
2010-11-04,122.26,18.52,0.106870688
2010-11-05,122.72,18.26,0.106212482
2010-11-08,122.49,18.29,0.107197106
2010-11-09,121.61,19.08,0.113295768
2010-11-10,122.1,18.47,0.112015908
2010-11-11,121.64,18.64,0.112416812
2010-11-12,120.2,20.61,0.122170248
2010-11-15,120.03,20.2,0.120107199
2010-11-16,118.16,22.58,0.120707536
2010-11-17,118.22,21.76,0.114822095
2010-11-18,119.96,18.75,0.127014677
2010-11-19,120.29,18.04,0.127042118
2010-11-22,120.19,18.37,0.12717826
2010-11-23,118.45,20.63,0.13766225
2010-11-24,120.2,19.56,0.147251638
2010-11-26,119.29,22.22,0.150062305
2010-11-29,119.16,21.53,0.150159003
2010-11-30,118.49,23.54,0.1517733
2010-12-01,121.01,21.36,0.16837645
2010-12-02,122.56,19.39,0.173654532
2010-12-03,122.89,18.01,0.159956123
2010-12-06,122.76,18.02,0.159416042
2010-12-07,122.83,17.99,0.159239369
2010-12-08,123.28,17.74,0.156735753
2010-12-09,123.76,17.25,0.156579207
2010-12-10,124.48,17.61,0.156574471
2010-12-13,124.56,17.55,0.149043563
2010-12-14,124.67,17.61,0.148675554
2010-12-15,124.1,17.94,0.135450225
2010-12-16,124.82,17.39,0.13583253
2010-12-17,124.3,16.11,0.127394196
2010-12-20,124.6,16.41,0.127394676
2010-12-21,125.39,16.49,0.12744969
2010-12-22,125.78,15.45,0.111273132
2010-12-23,125.6,16.47,0.10345009
2010-12-27,125.65,17.67,0.096998431
2010-12-28,125.83,17.52,0.096063568
2010-12-29,125.92,17.28,0.090401729
2010-12-30,125.72,17.52,0.060457633
2010-12-31,125.75,17.75,0.045748198
2011-01-03,127.05,17.61,0.057558163
2011-01-04,126.98,17.38,0.0575691
2011-01-05,127.64,17.02,0.058342521
2011-01-06,127.39,17.4,0.059892457
2011-01-07,127.14,17.14,0.060753653
2011-01-10,126.98,17.54,0.059201024
2011-01-11,127.43,16.89,0.059708113
2011-01-12,128.58,16.24,0.065532622
2011-01-13,128.37,16.39,0.061788743
2011-01-14,129.3,15.46,0.063017257
2011-01-18,129.52,15.87,0.062914655
2011-01-19,128.25,17.31,0.076173816
2011-01-20,128.08,17.99,0.074678224
2011-01-21,128.37,18.47,0.074351984
2011-01-24,129.1,17.65,0.075587967
2011-01-25,129.17,17.59,0.075643236
2011-01-26,129.67,16.64,0.076292639
2011-01-27,129.99,16.15,0.076312343
2011-01-28,127.72,20.04,0.10257807
2011-01-31,128.68,19.53,0.105373947
2011-02-01,130.74,17.63,0.113665088
2011-02-02,130.49,17.3,0.114221715
2011-02-03,130.78,16.69,0.11347772
2011-02-04,131.15,15.93,0.112919416
2011-02-07,131.97,16.28,0.113429269
2011-02-08,132.57,15.81,0.113040712
2011-02-09,132.27,15.87,0.114186385
2011-02-10,132.32,16.09,0.111004716
2011-02-11,133.11,15.69,0.111277381
2011-02-14,133.43,15.95,0.109325053
2011-02-15,133.01,16.37,0.110618769
2011-02-16,133.85,16.72,0.103267774
2011-02-17,134.25,16.59,0.102524559
2011-02-18,134.53,16.43,0.102533254
2011-02-22,131.83,20.8,0.129593015
2011-02-23,131.02,22.13,0.132011445
2011-02-24,130.93,21.32,0.131441046
2011-02-25,132.33,19.22,0.136209998
2011-02-28,133.15,18.35,0.117764051
2011-03-01,130.93,21.01,0.13131257
2011-03-02,131.21,20.7,0.11728461
2011-03-03,133.47,18.6,0.131510858
2011-03-04,132.47,19.06,0.134734206
2011-03-07,131.43,20.66,0.138027736
2011-03-08,132.58,19.82,0.139949326
2011-03-09,132.39,20.22,0.139207111
2011-03-10,129.94,21.79,0.15417366
2011-03-11,130.84,20.08,0.156710634
2011-03-14,130.05,21.13,0.156082364
2011-03-15,128.56,24.32,0.159357854
2011-03-16,126.17,29.4,0.171203193
2011-03-17,127.85,26.37,0.177900088
2011-03-18,127.76,24.44,0.178451299
2011-03-21,129.74,20.61,0.188279569
2011-03-22,129.29,20.21,0.174831548
2011-03-23,129.66,19.17,0.174109619
2011-03-24,130.9,18,0.177413277
2011-03-25,131.3,17.91,0.17359079
2011-03-28,130.98,19.44,0.172451797
2011-03-29,131.86,18.16,0.164701673
2011-03-30,132.77,17.71,0.166113267
2011-03-31,132.59,17.74,0.154503221
2011-04-01,133.15,17.4,0.153047381
2011-04-04,133.26,17.5,0.149479892
2011-04-05,133.24,17.25,0.146464416
2011-04-06,133.66,16.9,0.146424097
2011-04-07,133.32,17.11,0.127515038
2011-04-08,132.86,17.87,0.127142747
2011-04-11,132.46,16.59,0.125280996
2011-04-12,131.47,17.09,0.12135
2011-04-13,131.46,16.92,0.093617148
2011-04-14,131.56,16.27,0.084040712
2011-04-15,132.04,15.32,0.083886542
2011-04-18,130.56,16.96,0.079398833
2011-04-19,131.31,15.83,0.080303315
2011-04-20,133.1,15.07,0.09207155
2011-04-21,133.78,14.69,0.088401153
2011-04-25,133.64,15.77,0.088514792
2011-04-26,134.79,15.62,0.091958554
2011-04-27,135.67,15.35,0.091341359
2011-04-28,136.11,14.62,0.089585265
2011-04-29,136.43,14.75,0.088921257
2011-05-02,136.22,15.99,0.088567654
2011-05-03,135.73,16.7,0.089956101
2011-05-04,134.83,17.08,0.094045528
2011-05-05,133.61,18.2,0.099784931
2011-05-06,134.2,18.4,0.100502188
2011-05-09,134.72,17.16,0.100261459
2011-05-10,135.87,15.91,0.102636906
2011-05-11,134.44,16.95,0.107107796
2011-05-12,135.08,16.03,0.107892583
2011-05-13,134.04,17.07,0.112883952
2011-05-16,133.19,18.24,0.114991488
2011-05-17,133.17,17.55,0.106902412
2011-05-18,134.36,16.23,0.10926412
2011-05-19,134.68,15.52,0.099089571
2011-05-20,133.61,17.43,0.101482253
2011-05-23,132.06,18.27,0.109743462
2011-05-24,131.95,17.82,0.103682693
2011-05-25,132.39,17.07,0.101327849
2011-05-26,133,16.09,0.101589823
2011-05-27,133.51,15.98,0.102612263
2011-05-31,134.9,15.45,0.110743016
2011-06-01,131.87,18.3,0.135851289
2011-06-02,131.73,18.09,0.134391151
2011-06-03,130.42,17.95,0.134922703
2011-06-06,129.04,18.49,0.137499575
2011-06-07,128.96,18.07,0.135387039
2011-06-08,128.42,18.79,0.129813516
2011-06-09,129.4,17.77,0.130901586
2011-06-10,127.6,18.86,0.134834111
2011-06-13,127.7,19.61,0.133980026
2011-06-14,129.32,18.26,0.14337987
2011-06-15,127.02,21.32,0.153921731
2011-06-16,127.3,22.73,0.149072192
2011-06-17,127.05,21.85,0.149483946
2011-06-20,127.7,19.99,0.150914226
2011-06-21,129.45,18.86,0.155679291
2011-06-22,128.67,18.52,0.156979581
2011-06-23,128.3,19.29,0.156266972
2011-06-24,126.81,21.1,0.159065438
2011-06-27,127.94,20.56,0.162709591
2011-06-28,129.61,19.17,0.165298137
2011-06-29,130.72,17.27,0.148922473
2011-06-30,131.97,16.52,0.153297534
2011-07-01,133.92,15.87,0.156189616
2011-07-05,133.81,16.06,0.149794454
2011-07-06,133.97,16.34,0.149440108
2011-07-07,135.36,15.95,0.150288044
2011-07-08,134.4,15.95,0.153144056
2011-07-11,131.97,18.39,0.159444202
2011-07-12,131.4,19.87,0.16099744
2011-07-13,131.84,19.91,0.155881586
2011-07-14,130.93,20.8,0.143010566
2011-07-15,131.69,19.53,0.143654547
2011-07-18,130.61,20.95,0.147905443
2011-07-19,132.73,19.21,0.156668836
2011-07-20,132.65,19.09,0.15080342
2011-07-21,134.49,17.56,0.154005334
2011-07-22,134.58,17.52,0.152954688
2011-07-25,133.83,19.35,0.146915175
2011-07-26,133.33,20.23,0.146698952
2011-07-27,130.6,22.98,0.160697186
2011-07-28,130.22,23.74,0.158353624
2011-07-29,129.33,25.25,0.154902428
2011-08-01,128.78,23.66,0.143972151
2011-08-02,125.49,24.79,0.166476635
2011-08-03,126.17,23.38,0.168411703
2011-08-04,120.26,31.66,0.224475734
2011-08-05,120.08,32,0.225215221
2011-08-08,112.26,48,0.310700445
2011-08-09,117.48,35.06,0.367829772
2011-08-10,112.29,42.99,0.390855225
2011-08-11,117.33,39,0.435488791
2011-08-12,118.12,36.36,0.435394854
2011-08-15,120.62,31.87,0.445495997
2011-08-16,119.59,32.85,0.439583081
2011-08-17,119.67,31.58,0.439829006
2011-08-18,114.51,42.67,0.455691444
2011-08-19,112.64,43.05,0.455175125
2011-08-22,112.73,42.44,0.456158013
2011-08-23,116.44,36.27,0.480508537
2011-08-24,118.08,35.9,0.482274824
2011-08-25,116.28,39.76,0.483769801
2011-08-26,117.97,35.59,0.489115866
2011-08-29,121.36,32.28,0.502535478
2011-08-30,121.68,32.89,0.495333954
2011-08-31,122.22,31.62,0.495318475
2011-09-01,120.94,31.82,0.466014856
2011-09-02,117.85,33.92,0.475002712
2011-09-06,116.99,37,0.407619168
2011-09-07,120.29,33.38,0.384902808
2011-09-08,119.04,34.32,0.349018229
2011-09-09,115.92,38.52,0.324407372
2011-09-12,116.67,38.59,0.324871251
2011-09-13,117.74,36.91,0.316344083
2011-09-14,119.37,34.6,0.318701026
2011-09-15,121.43,31.97,0.324487956
2011-09-16,121.52,30.98,0.276694991
2011-09-19,120.31,32.73,0.272702145
2011-09-20,120.17,32.86,0.27309962
2011-09-21,116.63,37.32,0.271465468
2011-09-22,112.86,41.35,0.289727375
2011-09-23,113.54,41.25,0.286377051
2011-09-26,116.24,39.02,0.293836605
2011-09-27,117.54,37.71,0.277205007
2011-09-28,115.14,41.08,0.285125246
2011-09-29,116.05,38.84,0.286443549
2011-09-30,113.15,42.96,0.295870973
2011-10-03,109.93,45.45,0.299237406
2011-10-04,112.34,40.82,0.31208208
2011-10-05,114.42,37.81,0.30034119
2011-10-06,116.49,36.27,0.307008986
2011-10-07,115.71,36.2,0.292918146
2011-10-10,119.58,33.02,0.316161067
2011-10-11,119.7,32.86,0.314909314
2011-10-12,120.75,31.26,0.313262272
2011-10-13,120.51,30.7,0.307533778
2011-10-14,122.57,28.24,0.313170475
2011-10-17,120.23,33.39,0.319144162
2011-10-18,122.58,31.56,0.32709131
2011-10-19,121.13,34.44,0.311371416
2011-10-20,121.66,34.78,0.284485386
2011-10-21,123.97,31.32,0.289371754
2011-10-24,125.49,29.26,0.282622843
2011-10-25,123.05,32.22,0.293718447
2011-10-26,124.3,29.86,0.281836664
2011-10-27,128.63,25.46,0.301581323
2011-10-28,128.6,24.53,0.280553257
2011-10-31,125.5,29.96,0.274658772
2011-11-01,122,34.77,0.293922993
2011-11-02,123.99,32.74,0.292901794
2011-11-03,126.25,30.5,0.293213808
2011-11-04,125.48,30.16,0.292240634
2011-11-07,126.26,29.85,0.270359689
2011-11-08,127.88,27.48,0.272013391
2011-11-09,123.16,36.16,0.305509012
2011-11-10,124.32,32.81,0.306243956
2011-11-11,126.66,30.04,0.307761446
2011-11-14,125.46,31.13,0.300713256
2011-11-15,126.08,31.22,0.293216918
2011-11-16,124.08,33.51,0.296074657
2011-11-17,122.11,34.51,0.302566089
2011-11-18,121.98,32,0.294474753
2011-11-21,119.66,32.91,0.296375593
2011-11-22,119.19,31.97,0.289055735
2011-11-23,116.56,33.98,0.294140906
2011-11-25,116.34,34.47,0.258849873
2011-11-28,119.71,32.13,0.28570879
2011-11-29,120.05,30.64,0.275050046
2011-11-30,124.99,27.8,0.301703815
2011-12-01,124.97,27.41,0.296742918
2011-12-02,124.86,27.52,0.288717394
2011-12-05,126.22,27.84,0.290315748
2011-12-06,126.26,28.13,0.289480214
2011-12-07,126.73,28.67,0.286316239
2011-12-08,123.95,30.59,0.264697027
2011-12-09,126.05,26.38,0.269699981
2011-12-12,124.21,25.67,0.265633288
2011-12-13,123.05,25.41,0.26528025
2011-12-14,121.74,26.04,0.266845121
2011-12-15,122.19,25.11,0.261404969
2011-12-16,121.59,24.29,0.254658343
2011-12-19,120.29,24.92,0.258204045
2011-12-20,123.93,23.22,0.269599604
2011-12-21,124.17,21.43,0.268587796
2011-12-22,125.27,21.16,0.252990917
2011-12-23,126.39,20.73,0.252336592
2011-12-27,126.49,21.91,0.235106397
2011-12-28,124.83,23.52,0.241515325
2011-12-29,126.12,22.65,0.190481909
2011-12-30,125.5,23.4,0.19110282
2012-01-03,127.5,22.97,0.198206853
2012-01-04,127.7,22.22,0.195406133
2012-01-05,128.04,21.48,0.19554442
2012-01-06,127.71,20.63,0.195886221
2012-01-09,128.02,21.07,0.178022529
2012-01-10,129.13,20.69,0.171231307
2012-01-11,129.2,21.05,0.16003169
2012-01-12,129.51,20.47,0.154722044
2012-01-13,128.84,20.91,0.148492901
2012-01-17,129.34,22.2,0.14849992
2012-01-18,130.77,20.89,0.151163337
2012-01-19,131.46,19.87,0.139983035
2012-01-20,131.95,18.28,0.103086752
2012-01-23,131.61,18.67,0.103404839
2012-01-24,131.46,18.91,0.102201867
2012-01-25,132.56,18.31,0.101902039
2012-01-26,131.88,18.57,0.105672182
2012-01-27,131.82,18.53,0.091965124
2012-01-30,131.37,19.4,0.088455596
2012-01-31,131.32,19.44,0.085872422
2012-02-01,132.47,18.55,0.07479904
2012-02-02,132.68,17.98,0.074605503
2012-02-03,134.54,17.1,0.087252291
2012-02-06,134.45,17.76,0.085963698
2012-02-07,134.79,17.67,0.08597862
2012-02-08,135.19,18.16,0.082647489
2012-02-09,135.36,18.63,0.082396023
2012-02-10,134.36,20.77,0.088562131
2012-02-13,135.36,19.04,0.086477318
2012-02-14,135.19,19.54,0.087144298
2012-02-15,134.56,21.14,0.0843162
2012-02-16,136.05,19.22,0.090315478
2012-02-17,136.41,17.78,0.090271384
2012-02-21,136.47,18.19,0.09022972
2012-02-22,136.03,18.19,0.091535915
2012-02-23,136.63,16.83,0.088312385
2012-02-24,136.93,17.31,0.084163343
2012-02-27,137.16,18.18,0.083243083
2012-02-28,137.56,17.95,0.081678453
2012-02-29,137.02,18.43,0.084888058
2012-03-01,137.73,17.26,0.082457726
2012-03-02,137.31,17.29,0.084413704
2012-03-05,136.75,18.05,0.071257788
2012-03-06,134.75,20.84,0.091371181
2012-03-07,135.69,19.07,0.094407724
2012-03-08,137.04,18.02,0.100225183
2012-03-09,137.57,17.11,0.10076392
2012-03-12,137.58,15.64,0.096738336
2012-03-13,140.06,14.73,0.112692286
2012-03-14,139.91,15.31,0.11277368
2012-03-15,140.72,15.43,0.110600701
2012-03-16,140.3,14.43,0.105577614
2012-03-19,140.85,15.04,0.105868749
2012-03-20,140.44,15.58,0.107175584
2012-03-21,140.21,15.13,0.106403845
2012-03-22,139.2,15.68,0.110394669
2012-03-23,139.65,14.82,0.110613192
2012-03-26,141.61,14.26,0.119494126
2012-03-27,141.17,15.57,0.120423454
2012-03-28,140.47,15.47,0.120565533
2012-03-29,140.23,15.48,0.119706123
2012-03-30,140.81,15.5,0.118914257
2012-04-02,141.84,15.64,0.119050403
2012-04-03,141.26,15.66,0.10277471
2012-04-04,139.86,16.42,0.110818307
2012-04-05,139.79,16.7,0.106810739
2012-04-09,138.22,18.81,0.115184047
2012-04-10,135.9,20.39,0.130917563
2012-04-11,137,20.02,0.115406915
2012-04-12,138.79,17.2,0.126690882
2012-04-13,137.14,19.55,0.131581438
